id,predicted_price
2591820310,2798.2559
7974200820,2337.6333
7701450110,4044.3054
9522300010,5031.036
9510861140,2325.72
1761300310,2341.637
7732410120,2925.4429
7010701383,1674.2399
291310170,1340.7058
4232901990,1475.1245
6840701125,1785.2341
3971700580,3131.1487
4202400078,2012.3726
6064800090,1420.0178
2626119028,1334.2603
3303980660,4384.215
862000020,4406.6855
2386000070,17882.348
1138000450,1957.4574
1775800420,3236.4924
2291401425,1707.1652
2025770560,6979.41
3525069037,41782.4
9324800450,2415.3535
8080400136,1105.7236
8651540040,2885.5469
9407001790,2450.9822
1773101530,1190.9148
9432900250,2838.3188
1794500695,1579.7279
2220069003,97174.41
923000120,2177.0295
5728000060,2292.9119
16000200,1763.5541
1926059094,3014.8757
6672900220,3541.4912
3629860060,2778.6162
1822069109,10125.462
6675500105,2155.6252
249000180,3746.5747
226059065,10270.952
396100110,1639.884
9264450460,2222.7231
7853361210,2171.6587
9474700020,2464.4417
421000455,1778.8009
3755200220,2526.4973
7960100075,1316.179
9477100490,2108.9575
9138100350,2214.9092
1624049275,2001.6707
2770606890,1817.6415
1157200189,3234.8025
2770601800,1535.4174
9301300805,938.75653
2325069032,6762.519
1021079099,14166.674
7215730040,3248.5332
1853200080,2281.091
3224600340,2821.5273
3222049120,4559.2856
2113700025,1407.8701
7893207925,1911.3679
3586501085,5673.525
8024200010,1788.7781
7116500705,1591.8999
1598600209,2449.936
7204200025,9695.301
4206901505,1547.6802
2937300440,3269.127
7205000180,2896.964
8718500665,2601.7373
5318101765,2091.4915
4122700020,3652.0886
8078700020,8647.5625
3303980680,4407.8555
8924100372,2744.6807
2781270210,1309.0391
519000043,1579.165
3225069301,9120.601
151000075,1932.778
2297400020,2077.8347
6617500085,2183.3865
104510180,1894.9772
3528900060,1839.9523
3345100286,4879.41
1226039130,2103.4282
8712100720,2047.382
3037200010,1295.1931
3626039268,1817.9767
104510230,2081.9443
5112800060,17056.906
6072400280,2511.2627
5317100570,2624.6675
9528102993,1492.7908
2919201095,1459.5703
6181400920,2219.6165
185000161,1959.3917
8691400010,3209.5598
3345700165,5897.9746
6151800486,3984.4302
4340000080,3010.8992
4136960010,3808.9424
3634100030,2022.3282
1624059224,3748.9768
2788400090,2065.8855
9828200762,1186.3809
7524400250,3184.1406
3528000290,6997.7744
5700003630,3818.461
2720069019,17401.967
7227501170,1718.6875
2397101270,1464.7777
6792100090,3160.1763
2770602265,1411.8486
3971700937,1782.1327
422049203,2133.267
3076500830,1643.8081
1423400260,2525.5552
9161100795,1588.4187
3126049052,1774.0422
5100401468,1475.6205
514500235,2451.0793
1423200170,2319.372
1402100070,4189.8486
624110020,3763.1729
2407000145,2048.74
1890000225,2088.8862
1320069271,2909.0503
5490700085,2240.4917
263000155,1852.8367
3726800201,1384.159
5153200358,3537.0774
2725079018,58756.668
7165700200,967.7466
9429000170,2666.1646
8718500075,2176.3948
1760650950,1879.5273
1068000559,2691.664
4113800500,2903.227
4077800507,2170.356
2725069150,3345.008
4008400035,11064.297
7016310270,2163.014
1432701230,2172.865
3278606050,1279.1396
2473350710,2797.379
2185000685,1225.0344
7792000025,5689.386
6868200029,2300.7363
624069003,11342.259
7431500280,9386.16
3296000040,3674.8088
1118001215,3282.6465
6453900040,2738.729
333100209,3949.41
34001765,1931.7039
8946700100,2847.8699
5561401210,7680.7295
6671900095,1771.2806
3275850020,2924.8843
3876300600,2832.514
1450900020,2300.1702
8562780280,881.557
7663700973,1204.1254
2126049032,2121.7417
1823059159,1330.956
3438503426,1486.0476
9297301495,1868.7317
7140700850,2539.787
7942601805,2092.8174
2555900030,2302.1
2887970040,1715.3386
7419700010,3909.1301
2239000011,2154.3755
9283800050,4204.8955
9407001340,2385.616
217500140,2595.995
7212660520,2191.8704
3298201170,1889.6188
3057000400,1144.7078
6865200444,1020.3923
6071600340,2246.6948
6821600005,1878.6306
1235100371,3758.2874
7796450340,2696.7917
3603000410,1810.101
9297300255,1573.6462
9126100850,1813.7008
2770601462,1201.3182
2599001500,2107.33
1102000095,2490.7925
1853080640,3565.9595
9551201585,2672.6543
3438500796,1918.1489
7518504291,1289.1653
9269200340,1944.7976
715010130,5131.09
1982201485,1579.7087
9526500080,2529.7605
9277200180,1488.5632
6669150280,2488.8542
8917100153,3498.0159
3760500516,3904.3098
2725069050,5495.9434
3332000091,1500.7717
8562770080,1745.2297
8151601190,2673.8672
8563040160,2421.331
240000269,3856.095
4307350200,1944.2329
1311910300,2030.715
3574900030,2825.187
7853230570,2392.9338
320069049,24364.92
9839301060,1841.6809
7011201333,1190.4032
2781320100,5090.845
3421069120,15262.073
7852030320,2345.1755
5316101075,4662.3276
5309100750,1427.5612
629000730,2495.9353
511700170,2403.8267
1562100030,2456.6108
2489200230,2360.9365
524069116,8088.79
5315100737,5397.5986
1868900675,1730.6365
1608000120,2666.2646
705700240,2894.8926
7575600610,1910.7158
1778500015,1611.8522
5423500240,1958.687
6713700025,2896.5103
2734100734,1336.992
301402280,1315.7842
2113700205,1609.7019
4114601570,4173.9375
3332000615,1520.2944
3630050180,1059.2982
6852700520,982.25415
6870310010,1717.8656
6163900981,1897.1848
393000142,2615.351
1771100130,2670.7136
1442860160,3027.0015
9191200435,1431.8308
